0.25,0.5,0.75
0.076,0.086,0.096
0.065,0.076,0.086
0.071,0.106,0.093
0.086,0.106,0.121
0.088,0.101,0.123
0.069,0.076,0.091
0.071,0.086,0.093
0.063,0.071,0.081
0.116,0.126,0.144
0.126,0.136,0.156
0.071,0.081,0.091
0.068,0.081,0.088
0.065,0.076,0.086
0.068,0.086,0.088
