0.5,1,1.5
0.327,0.549,0.781
0.338,0.63,0.811
0.327,0.569,0.776
0.33,0.443,0.788
0.332,0.554,0.791
0.322,0.579,0.806
0.292,0.579,0.796
0.292,0.549,0.793
0.368,0.469,0.892
0.332,0.579,0.793
