0.5,1,1.5
0.332,0.579,0.796
0.302,0.584,0.796
0.312,0.605,0.826
0.302,0.559,0.791
0.332,0.413,0.793
0.332,0.549,0.809
0.312,0.589,0.806
0.327,0.594,0.776
0.307,0.599,0.811
0.307,0.569,0.798
0.307,0.519,0.801
0.317,0.549,0.811
0.327,0.579,0.816
0.302,0.579,0.801
0.302,0.574,0.806
0.332,0.615,0.811
0.332,0.579,0.804
